id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
4804,7.4,0.2,0.3,13.7,0.056,33.0,168.0,0.9982,2.9,0.44,8.7,white,7.0
683,8.3,0.3,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,red,6.0
452,7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.9893,3.2,0.36,12.0,white,6.0
2784,7.2,0.7,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,white,6.0
6002,6.6,0.2,0.28,1.8,0.042,62.0,178.0,0.992,3.15,0.42,10.2,white,5.0
1423,7.2,0.7,0.33,2.5,0.068,34.0,102.0,0.9941,3.27,0.78,12.8,red,6.0
644,8.4,0.4,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,red,6.0
2591,6.3,0.3,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,0.54,9.4,white,6.0
1814,7.0,0.2,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,white,5.0
280,8.8,0.2,0.3,5.0,0.028,34.0,120.0,0.9924,2.94,0.47,11.2,white,5.0
435,5.1,0.3,0.3,2.3,0.048,40.0,150.0,0.9894,3.29,0.46,12.2,white,6.0
5996,5.8,0.4,0.26,1.1,0.058,20.0,140.0,0.9927,3.27,0.43,9.7,white,6.0
2913,7.1,0.7,0.0,2.4,0.052,6.0,11.0,0.9932,3.35,0.66,12.7,red,7.0
3418,7.0,0.2,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8,white,7.0
1757,8.9,0.3,0.33,8.1,0.024,47.0,202.0,0.9956,3.13,0.46,10.8,white,6.0
2882,6.0,0.4,0.34,7.6,0.045,25.0,118.0,0.9922,3.03,0.37,11.0,white,6.0
6497,6.8,0.6,0.08,1.9,0.068,28.0,38.0,0.9965,3.42,0.82,9.5,red,6.0
5285,7.8,0.2,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,white,6.0
1038,6.6,0.2,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,white,5.0
1356,7.2,0.5,0.13,2.0,0.058,18.0,22.0,0.9957,3.21,0.68,9.9,red,6.0
3638,5.6,0.2,0.32,1.2,0.024,29.0,97.0,0.9882,3.2,0.46,13.05,white,7.0
640,7.1,0.3,0.29,12.4,0.044,62.0,240.0,0.9969,3.04,0.42,9.2,white,6.0
2527,6.4,0.1,0.29,5.85,0.042,24.0,99.0,0.992,3.23,0.32,12.0,white,7.0
766,7.5,0.3,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,white,5.0
30,6.6,0.2,0.41,8.9,0.046,51.0,169.0,0.9954,3.14,0.57,9.8,white,6.0
5498,6.5,0.1,0.29,1.95,0.038,73.0,166.0,0.989,3.12,0.25,12.9,white,7.0
95,6.9,0.5,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,white,5.0
1143,6.3,0.4,0.22,7.3,0.035,23.0,117.0,0.9917,3.2,0.39,11.94,white,7.0
2095,6.6,0.5,0.04,2.5,0.031,48.0,111.0,0.9906,3.14,0.32,11.9,white,5.0
5629,7.2,0.4,0.44,2.6,0.066,22.0,48.0,0.9949,3.3,0.84,11.5,red,6.0
5846,6.9,0.3,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,white,5.0
5262,7.7,0.2,0.52,5.9,0.017,21.0,84.0,0.9929,3.14,0.4,11.9,white,7.0
5495,5.6,0.3,0.28,1.2,0.031,33.0,97.0,0.9913,3.49,0.58,10.9,white,6.0
4408,8.4,0.2,0.31,5.4,0.052,47.0,150.0,0.9953,3.24,0.38,9.8,white,5.0
2007,8.5,0.3,0.42,2.3,0.075,12.0,19.0,0.9943,3.14,0.71,11.8,red,7.0
2948,8.1,0.4,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,white,7.0
2864,10.6,0.4,0.57,2.3,0.087,6.0,20.0,0.9968,3.14,0.72,11.1,red,7.0
2668,7.8,0.5,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,white,5.0
1366,6.8,0.3,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,white,6.0
5465,9.1,0.5,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,red,5.0
4646,6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57,10.9,white,6.0
734,6.7,0.3,0.34,6.6,0.067,35.0,156.0,0.9954,3.11,0.48,9.3,white,6.0
5090,8.3,0.3,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,red,6.0
1579,6.3,0.3,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,white,7.0
5688,7.2,0.2,0.36,2.5,0.028,22.0,157.0,0.9938,3.48,0.49,10.6,white,6.0
